id,severity_estimated,severity_source,impact_type,reachability,blast_radius,severity_why
afe74e9d1a4a7e16,not-eligible,llm-estimated,local_only,remote_single_message_or_tx,client_specific,"The issue is a crash in a client-specific RPC method handler which does not impact the network, consensus, or validator set."
cf2d3f3771d9a329,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The memory leak is in the local storage layer and cannot be triggered by a single remote network packet or transaction.
1f3343be7e321611,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The leak occurs in the local database storage plugin and cannot be triggered by a single remote network packet or transaction.
b8aa44a391141951,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,The issue is a local OOM in a Besu-specific storage optimization (Bonsai) during roll-forward and cannot be triggered by a single remote network packet to crash the network.
49a57ce85fa4bbfd,not-eligible,upstream-cvss,,,,
fb8d7159b30c508c,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single remote RLP packet causes a node crash, but it is limited to a specific minority client consensus implementation."
5819341c855a5bbc,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,A spec-level gas capacity discrepancy allows a remote attacker to trigger a chain split affecting a minority client (<10% share).
5ec907db7c0ed475,not-eligible,llm-estimated,none,local_internal,client_specific,The fix improves the accuracy of the test suite's assertions and does not change production code or network behavior.
ab814a9cc0f3904b,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The bug is a race condition in an RPC method that would at worst cause a single request to fail, with no impact on the network, consensus, or funds."
2e567e0f5fda61bd,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The bug relates to local resource consumption during a specific sync state and cannot be triggered by a single remote network packet or transaction.
c1c13e3a09c53ba9,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug causes a local node to hang during sync, which does not meet the network-scale impact threshold (affecting >0.01% of the network) required for bounty eligibility."
f457ce275e60f408,low,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"Incorrect SMOD execution causes a consensus divergence (chain split) triggerable by a single transaction, affecting a minor client (<10% share)."
8c4f09f562cc9c1a,not-eligible,llm-estimated,none,local_internal,client_specific,The bug is a lifecycle hang during failed startup and cannot be triggered by a remote network packet or transaction.
a46cdfdd5e4bc29f,not-eligible,upstream-cvss,,,,
34f7ecd2a55acf8d,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug prevents a node from completing snap sync due to a root mismatch, which affects local node synchronization and does not impact global network liveness, value integrity, or consensus."
353c03f7ce5aa459,not-eligible,upstream-cvss,,,,
aa8db8bc58d9d4fa,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The vulnerability is in a debug RPC method, which is considered tooling/local-only and has no impact on network consensus or stability."
28bf3248723b67f1,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,The crash occurs in a debug RPC method which is client-specific and does not impact the network-scale consensus or liveness.
6c1c5e542d066aae,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The PR implements a fail-fast mechanism for OOM errors rather than fixing a remote triggerable vulnerability.
b2d096801b58f598,low,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A malformed BAL in a block would crash this client, causing a chain split/DoS affecting <10% of the network."
2f2b4d92546d465a,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"This is a resource leak in a client-specific storage implementation (Bonsai), not a single-packet triggerable network failure."
a9350cd712298e75,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug is a client-specific NPE in Besu's block production logic; while it crashes the node, it does not impact the network-scale consensus or affect more than 0.01% of total network validators/nodes"
d07d558fff4158dd,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,Integer overflow in consensus-critical gas limit calculations for blobs would cause a chain split affecting the proportion of the network running this client (<10%).
7077acce54fd8438,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The NPE occurs during internal pipeline cleanup and cannot be triggered by a remote network packet or on-chain transaction.
7cab3cde20291a7d,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The fix prevents a DOS/crash of Besu nodes when processing large valid blocks via the Engine API, which would affect <10% of the network."
fef7c71299259696,low,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"A bug in precompile input validation causes state divergence, and since the client has <10% market share, the resulting split is Low severity."
6317ed4595eeada3,low,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"Resource exhaustion via DB access before OOG check can be triggered by a single transaction, but affects a minority client (<10%), fitting the Low threshold for network impact."
95eb40224b72ae19,not-eligible,llm-estimated,local_only,local_internal,client_specific,"This is a feature addition to a local debug RPC method, which cannot be triggered by a remote network packet or on-chain transaction."
083de01ffbbc3f60,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The issue is a client-specific race condition during synchronization that causes local crashes, not a remote attack via a single packet/tx capable of affecting the network."
04ad4ea78a88044f,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The crash occurs in the SnapSync process, which is client-specific sync logic; crashing a syncing node does not constitute a network-scale impact as defined by the EF bounty rules."
9c523448b1f6fe96,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,Incorrect gas calculation and nonce overflow in transaction processing would lead to a consensus divergence (chain split) affecting the minority of nodes running this client.
bd465135e2b0c912,not-eligible,llm-estimated,none,local_internal,client_specific,The fix only addresses a flaky test assertion and does not affect production code.
d60ba87fb8eab15c,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,The issue was already handled by a catch block returning an empty response; the PR simply replaces a noisy exception log with a debug log.
3d84a4b888563ba6,not-eligible,llm-estimated,none,local_internal,client_specific,The fix addresses local database consistency during power failures/OOMs and is not triggerable by a remote network packet or transaction.
d61a3b489e87872c,not-eligible,llm-estimated,none,local_internal,client_specific,The issue is a local memory leak in the client's block creation logic that cannot be triggered by a remote network packet or transaction.
2f2ac6279d722ef4,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash is triggered by local environment configurations (Docker hostnames with underscores) rather than a remote network packet.
4a75fc0c9b914b9c,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The bug is triggered by the local node's hostname configuration in Docker, not by a remote packet or transaction."
4b9f0bbf7df78586,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The crash occurs in a client-specific permissioning feature used for private networks, not in shared consensus logic, meaning it cannot impact the public Ethereum network."
66f92f2f3e4060c3,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,RPC-level OOM causes a local node crash but does not impact network consensus or overall network liveness.
fbd25a6144c87562,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A malformed withdrawal in a block triggers a crash in a spec-level component, potentially taking down the <10% of the network using this client."
78884e1946851452,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,An integer overflow in an EVM opcode can cause a consensus divergence (chain split) affecting the percentage of nodes running this client (~ <10%).
